Stay Type,Sales Channel,Trip Type,Booking Origin,Flight Day,Days Before Flight,Length of Stay,Booking Completed
Short Stay,Internet,RoundTrip,Australia,1,8,5,0
Short Stay,Internet,RoundTrip,Malaysia,3,64,5,0
Short Stay,Mobile,RoundTrip,Thailand,5,137,5,0
Short Stay,Internet,RoundTrip,Thailand,2,177,5,0
Short Stay,Internet,RoundTrip,Australia,7,16,5,0
Short Stay,Internet,RoundTrip,Australia,2,7,5,0
Short Stay,Internet,RoundTrip,Australia,1,80,5,0
Short Stay,Mobile,RoundTrip,Australia,4,11,5,0
Short Stay,Mobile,RoundTrip,Australia,5,33,5,0
Short Stay,Internet,RoundTrip,Australia,4,96,5,0
Short Stay,Internet,RoundTrip,Australia,2,16,5,0
Short Stay,Internet,RoundTrip,Australia,4,4,5,0
Short Stay,Internet,RoundTrip,Thailand,2,344,5,1
Short Stay,Internet,RoundTrip,Australia,3,260,5,0
Short Stay,Internet,RoundTrip,Australia,3,36,5,0
Short Stay,Mobile,RoundTrip,Australia,4,6,5,0
Short Stay,Internet,RoundTrip,Australia,1,9,5,0
Short Stay,Internet,RoundTrip,Australia,4,126,5,0
Short Stay,Internet,RoundTrip,Australia,4,6,5,0
Short Stay,Internet,RoundTrip,Australia,2,183,5,0
Short Stay,Internet,RoundTrip,Thailand,4,258,5,0
Short Stay,Internet,RoundTrip,Australia,1,4,5,0
Short Stay,Internet,RoundTrip,Australia,2,109,5,0
Short Stay,Internet,RoundTrip,Australia,4,27,5,0
Short Stay,Internet,RoundTrip,Australia,4,14,5,0
Short Stay,Internet,RoundTrip,Australia,5,27,5,0
Short Stay,Internet,RoundTrip,Thailand,2,2,5,0
Short Stay,Internet,RoundTrip,Australia,7,23,5,0
Short Stay,Internet,RoundTrip,Australia,2,86,5,0
Short Stay,Internet,RoundTrip,Australia,4,204,5,0
Short Stay,Mobile,RoundTrip,Australia,1,15,5,0
Short Stay,Internet,RoundTrip,Australia,5,216,5,0
Short Stay,Internet,RoundTrip,Australia,1,24,5,0
Short Stay,Internet,RoundTrip,Australia,2,19,5,1
Short Stay,Internet,RoundTrip,Australia,2,8,5,0
Short Stay,Internet,RoundTrip,Australia,3,14,5,0
Short Stay,Internet,RoundTrip,Australia,2,69,5,0
Short Stay,Internet,RoundTrip,Australia,1,53,5,0
Short Stay,Internet,RoundTrip,Australia,5,53,5,0
Short Stay,Internet,RoundTrip,Australia,2,70,5,0
Short Stay,Internet,RoundTrip,Australia,2,15,5,0
Short Stay,Internet,RoundTrip,Thailand,1,283,5,0
Short Stay,Internet,RoundTrip,Australia,2,64,5,0
Short Stay,Mobile,RoundTrip,Australia,3,6,5,0
Short Stay,Internet,RoundTrip,Australia,3,27,5,0
Short Stay,Mobile,RoundTrip,Australia,6,17,5,0
Short Stay,Mobile,RoundTrip,Australia,6,17,5,0
Short Stay,Internet,RoundTrip,Australia,4,15,5,0
Short Stay,Internet,RoundTrip,Australia,3,58,5,0
Short Stay,Internet,RoundTrip,United Kingdom,4,36,5,0
Short Stay,Internet,RoundTrip,Australia,1,3,5,0
Short Stay,Internet,RoundTrip,Thailand,6,10,5,0
Short Stay,Internet,RoundTrip,South Korea,4,36,5,0
Short Stay,Internet,RoundTrip,South Korea,6,6,5,0
Short Stay,Internet,RoundTrip,Thailand,2,56,5,0
Short Stay,Internet,RoundTrip,South Korea,4,28,5,0
Short Stay,Internet,RoundTrip,South Korea,4,29,5,0
Short Stay,Internet,RoundTrip,Thailand,1,78,5,0
Short Stay,Internet,RoundTrip,Thailand,6,304,5,0
Short Stay,Internet,RoundTrip,Thailand,1,310,5,0
Short Stay,Internet,RoundTrip,Thailand,2,15,5,1
Short Stay,Internet,RoundTrip,Thailand,3,279,5,0
Short Stay,Internet,RoundTrip,Australia,1,16,5,0
Short Stay,Internet,RoundTrip,Australia,5,61,5,0
Short Stay,Mobile,RoundTrip,Australia,7,10,5,0
Short Stay,Internet,RoundTrip,Thailand,7,212,5,0
Short Stay,Internet,RoundTrip,Australia,4,35,5,0
Short Stay,Internet,RoundTrip,Australia,7,31,5,0
Short Stay,Internet,RoundTrip,Thailand,6,54,5,0
Short Stay,Internet,RoundTrip,Thailand,6,89,5,0
Short Stay,Internet,RoundTrip,Thailand,5,258,5,1
Short Stay,Mobile,RoundTrip,Thailand,5,38,5,0
Short Stay,Internet,RoundTrip,Australia,3,421,5,0
Short Stay,Internet,RoundTrip,Australia,1,5,5,0
Short Stay,Internet,RoundTrip,Thailand,7,132,5,0
Short Stay,Internet,RoundTrip,Thailand,2,430,5,0
Short Stay,Internet,RoundTrip,Thailand,2,401,5,0
Short Stay,Internet,RoundTrip,Thailand,1,73,5,0
Short Stay,Internet,RoundTrip,Australia,3,85,5,0
Short Stay,Internet,RoundTrip,Australia,2,21,5,0
Short Stay,Internet,RoundTrip,Argentina,3,52,5,0
Short Stay,Internet,RoundTrip,Thailand,7,8,5,0
Short Stay,Internet,RoundTrip,Australia,7,24,5,0
Short Stay,Internet,RoundTrip,Thailand,1,71,5,0
Short Stay,Internet,RoundTrip,Thailand,2,50,5,0
Short Stay,Internet,RoundTrip,Thailand,4,259,5,1
Short Stay,Internet,RoundTrip,Australia,2,100,5,1
Short Stay,Internet,RoundTrip,Thailand,2,351,5,0
Short Stay,Mobile,RoundTrip,Thailand,7,129,5,0
Short Stay,Internet,RoundTrip,Australia,7,193,5,0
Short Stay,Internet,RoundTrip,Thailand,1,331,5,0
Short Stay,Mobile,RoundTrip,Thailand,6,116,5,0
Short Stay,Internet,RoundTrip,Australia,6,27,5,0
Short Stay,Internet,RoundTrip,Thailand,6,33,5,0
Short Stay,Internet,RoundTrip,Australia,3,32,5,0
Short Stay,Internet,RoundTrip,Australia,3,1,5,0
Short Stay,Internet,RoundTrip,Thailand,5,60,5,0
Short Stay,Internet,RoundTrip,Australia,3,48,5,0
Short Stay,Internet,RoundTrip,Australia,5,15,5,0
Short Stay,Internet,RoundTrip,Laos,5,215,5,0
Short Stay,Mobile,RoundTrip,Thailand,6,255,5,0
Short Stay,Mobile,RoundTrip,Thailand,5,12,5,0
Short Stay,Mobile,RoundTrip,Thailand,7,129,5,0
Short Stay,Internet,RoundTrip,Thailand,4,54,5,0
Short Stay,Internet,RoundTrip,Thailand,5,43,5,1
Short Stay,Internet,RoundTrip,Thailand,7,194,5,0
Short Stay,Internet,RoundTrip,Australia,5,35,5,0
Short Stay,Internet,RoundTrip,Australia,6,20,5,0
Short Stay,Mobile,RoundTrip,Thailand,3,21,5,0
Short Stay,Mobile,RoundTrip,Thailand,5,158,5,1
Short Stay,Internet,RoundTrip,Thailand,7,220,5,0
Short Stay,Internet,RoundTrip,Thailand,7,430,5,0
Short Stay,Internet,RoundTrip,Australia,1,303,5,0
Short Stay,Internet,RoundTrip,Thailand,3,17,5,1
Short Stay,Mobile,RoundTrip,Australia,4,132,5,0
Short Stay,Internet,RoundTrip,Thailand,7,64,5,0
Short Stay,Mobile,RoundTrip,Malaysia,2,55,5,0
Short Stay,Internet,RoundTrip,Taiwan,6,24,5,0
Short Stay,Internet,RoundTrip,Thailand,5,67,5,0
Short Stay,Internet,RoundTrip,Thailand,2,247,5,0
Short Stay,Internet,RoundTrip,Thailand,5,166,5,1
Short Stay,Internet,RoundTrip,Thailand,4,34,5,0
Short Stay,Internet,RoundTrip,Taiwan,3,49,5,0
Short Stay,Internet,RoundTrip,Taiwan,1,11,5,0
Short Stay,Mobile,RoundTrip,Malaysia,4,71,5,0
Short Stay,Internet,RoundTrip,Thailand,2,25,5,0
Short Stay,Mobile,RoundTrip,Thailand,2,35,5,0
Short Stay,Internet,RoundTrip,China,7,125,5,1
Short Stay,Internet,RoundTrip,Indonesia,3,2,5,1
Short Stay,Internet,RoundTrip,China,1,26,5,0
Short Stay,Internet,RoundTrip,Japan,6,140,5,0
Short Stay,Internet,RoundTrip,China,4,44,5,1
Short Stay,Internet,RoundTrip,China,4,9,5,0
Short Stay,Internet,RoundTrip,China,5,57,5,1
Short Stay,Internet,RoundTrip,China,2,25,5,0
Short Stay,Internet,RoundTrip,China,4,177,5,0
Short Stay,Internet,RoundTrip,Japan,6,162,5,1
Short Stay,Mobile,RoundTrip,Japan,6,43,5,0
Short Stay,Mobile,RoundTrip,Japan,5,53,5,0
Short Stay,Internet,RoundTrip,Japan,4,18,5,0
Short Stay,Internet,RoundTrip,Japan,3,212,5,0
Short Stay,Internet,RoundTrip,Japan,6,103,5,1
Short Stay,Internet,RoundTrip,Japan,2,27,5,0
Short Stay,Internet,RoundTrip,Japan,3,61,5,0
Short Stay,Internet,RoundTrip,Japan,7,124,5,0
Short Stay,Internet,RoundTrip,Japan,4,59,5,0
Short Stay,Mobile,RoundTrip,Japan,2,247,5,0
Short Stay,Internet,RoundTrip,Japan,5,121,5,0
Short Stay,Mobile,RoundTrip,Japan,2,247,5,0
Short Stay,Internet,RoundTrip,Japan,5,28,5,0
Short Stay,Mobile,RoundTrip,Japan,5,107,5,0
Short Stay,Mobile,RoundTrip,Japan,4,72,5,0
Short Stay,Internet,RoundTrip,Japan,5,131,5,0
Short Stay,Internet,RoundTrip,Japan,1,34,5,0
Short Stay,Internet,RoundTrip,Japan,7,346,5,0
Short Stay,Internet,RoundTrip,Indonesia,7,2,5,1
Short Stay,Internet,RoundTrip,Japan,1,45,5,0
Short Stay,Internet,RoundTrip,Japan,5,50,5,0
Short Stay,Internet,RoundTrip,Japan,3,111,5,0
Short Stay,Internet,RoundTrip,Japan,7,115,5,0
Short Stay,Internet,RoundTrip,Indonesia,5,23,5,0
Short Stay,Internet,RoundTrip,Japan,3,9,5,0
Short Stay,Internet,RoundTrip,Japan,6,49,5,0
Short Stay,Internet,RoundTrip,Japan,6,42,5,0
Short Stay,Internet,RoundTrip,Japan,4,118,5,0
Short Stay,Internet,RoundTrip,Japan,1,41,5,0
Short Stay,Internet,RoundTrip,Japan,6,91,5,0
Short Stay,Mobile,RoundTrip,Japan,2,38,5,0
Short Stay,Mobile,RoundTrip,Japan,7,49,5,0
Short Stay,Internet,RoundTrip,Japan,7,183,5,0
Short Stay,Internet,RoundTrip,Japan,5,39,5,0
Short Stay,Internet,RoundTrip,United States,1,71,5,0
Short Stay,Internet,RoundTrip,Japan,7,423,5,0
Short Stay,Internet,RoundTrip,Japan,3,217,5,0
Short Stay,Internet,RoundTrip,Japan,5,55,5,0
Short Stay,Internet,RoundTrip,Japan,7,77,5,0
Short Stay,Internet,RoundTrip,Japan,7,7,5,1
Short Stay,Internet,RoundTrip,Japan,3,67,5,0
Short Stay,Internet,RoundTrip,Japan,7,58,5,0
Short Stay,Internet,RoundTrip,Japan,4,143,5,0
Short Stay,Internet,RoundTrip,Japan,7,152,5,0
Short Stay,Internet,RoundTrip,Japan,6,13,5,0
Short Stay,Internet,RoundTrip,Indonesia,7,322,5,0
Short Stay,Internet,RoundTrip,Japan,5,9,5,0
Short Stay,Internet,RoundTrip,Japan,2,44,5,0
Short Stay,Internet,RoundTrip,Japan,3,73,5,0
Short Stay,Internet,RoundTrip,Indonesia,1,51,5,1
Short Stay,Internet,RoundTrip,Japan,2,98,5,0
Short Stay,Internet,RoundTrip,Japan,5,21,5,0
Short Stay,Internet,RoundTrip,Japan,6,206,5,0
Short Stay,Internet,RoundTrip,Japan,7,45,5,0
Short Stay,Internet,RoundTrip,Japan,6,56,5,0
Short Stay,Internet,RoundTrip,Japan,1,82,5,0
Short Stay,Internet,RoundTrip,South Korea,4,32,5,0
Short Stay,Mobile,RoundTrip,South Korea,7,282,5,0
Short Stay,Internet,RoundTrip,South Korea,2,32,5,0
Short Stay,Internet,RoundTrip,South Korea,5,85,5,0
Short Stay,Internet,RoundTrip,South Korea,4,88,5,0
Short Stay,Internet,RoundTrip,South Korea,6,42,5,0
Short Stay,Internet,RoundTrip,South Korea,3,153,5,0
Short Stay,Internet,RoundTrip,South Korea,5,279,5,0
Short Stay,Internet,RoundTrip,South Korea,3,62,5,0
Short Stay,Internet,RoundTrip,South Korea,1,78,5,0
Short Stay,Mobile,RoundTrip,Indonesia,7,114,5,0
Short Stay,Internet,RoundTrip,South Korea,2,293,5,0
Short Stay,Internet,RoundTrip,South Korea,3,165,5,0
Short Stay,Internet,RoundTrip,South Korea,5,198,5,0
Short Stay,Mobile,RoundTrip,South Korea,1,87,5,0
Short Stay,Internet,RoundTrip,South Korea,6,432,5,0
Short Stay,Internet,RoundTrip,South Korea,3,15,5,0
Short Stay,Internet,RoundTrip,South Korea,3,149,5,0
Short Stay,Internet,RoundTrip,South Korea,1,132,5,0
Short Stay,Internet,RoundTrip,South Korea,1,356,5,0
Short Stay,Internet,RoundTrip,South Korea,3,27,5,0
Short Stay,Internet,RoundTrip,South Korea,1,38,5,0
Short Stay,Internet,RoundTrip,South Korea,1,132,5,0
Short Stay,Internet,RoundTrip,South Korea,1,159,5,0
Short Stay,Internet,RoundTrip,South Korea,2,375,5,0
Short Stay,Internet,RoundTrip,South Korea,4,12,5,0
Short Stay,Internet,RoundTrip,South Korea,3,50,5,0
Short Stay,Internet,RoundTrip,South Korea,1,211,5,0
Short Stay,Internet,RoundTrip,South Korea,4,41,5,0
Short Stay,Internet,RoundTrip,South Korea,7,105,5,0
Short Stay,Mobile,RoundTrip,South Korea,7,107,5,0
Short Stay,Internet,RoundTrip,South Korea,7,60,5,0
Short Stay,Internet,RoundTrip,South Korea,2,39,5,0
Short Stay,Mobile,RoundTrip,South Korea,7,77,5,0
Short Stay,Mobile,RoundTrip,South Korea,1,190,5,0
Short Stay,Internet,RoundTrip,South Korea,3,112,5,0
Short Stay,Internet,RoundTrip,South Korea,3,178,5,0
Short Stay,Internet,RoundTrip,South Korea,2,82,5,0
Short Stay,Internet,RoundTrip,South Korea,3,130,5,0
Short Stay,Internet,RoundTrip,South Korea,1,52,5,1
Short Stay,Internet,RoundTrip,China,7,32,5,0
Short Stay,Mobile,RoundTrip,South Korea,2,54,5,0
Short Stay,Internet,RoundTrip,South Korea,4,41,5,0
Short Stay,Internet,RoundTrip,Thailand,1,108,5,0
Short Stay,Internet,RoundTrip,South Korea,1,38,5,0
Short Stay,Internet,RoundTrip,South Korea,2,57,5,0
Short Stay,Internet,RoundTrip,South Korea,2,86,5,0
Short Stay,Mobile,RoundTrip,South Korea,1,253,5,0
Short Stay,Internet,RoundTrip,South Korea,1,174,5,0
Short Stay,Internet,RoundTrip,South Korea,6,19,5,0
Short Stay,Internet,RoundTrip,South Korea,5,54,5,0
Short Stay,Internet,RoundTrip,South Korea,3,235,5,0
Short Stay,Mobile,RoundTrip,South Korea,3,32,5,0
Short Stay,Internet,RoundTrip,South Korea,2,20,5,0
Short Stay,Internet,RoundTrip,South Korea,2,97,5,0
Short Stay,Internet,RoundTrip,South Korea,6,78,5,0
Short Stay,Internet,RoundTrip,South Korea,4,145,5,0
Short Stay,Internet,RoundTrip,South Korea,4,115,5,0
Short Stay,Internet,RoundTrip,South Korea,7,55,5,0
Short Stay,Internet,RoundTrip,South Korea,5,195,5,0
Short Stay,Internet,RoundTrip,South Korea,6,65,5,0
Short Stay,Internet,RoundTrip,South Korea,2,146,5,0
Short Stay,Internet,RoundTrip,Indonesia,1,184,5,0
Short Stay,Internet,RoundTrip,South Korea,3,22,5,0
Short Stay,Internet,RoundTrip,South Korea,4,66,5,0
Short Stay,Internet,RoundTrip,South Korea,3,108,5,0
Short Stay,Internet,RoundTrip,South Korea,1,45,5,0
Short Stay,Internet,RoundTrip,South Korea,3,71,5,0
Short Stay,Internet,RoundTrip,South Korea,5,18,5,0
Short Stay,Internet,RoundTrip,South Korea,3,51,5,0
Short Stay,Internet,RoundTrip,South Korea,3,46,5,0
Short Stay,Mobile,RoundTrip,Indonesia,5,34,5,1
Short Stay,Mobile,RoundTrip,South Korea,5,149,5,0
Short Stay,Internet,RoundTrip,South Korea,6,91,5,0
Short Stay,Internet,RoundTrip,South Korea,5,131,5,0
Short Stay,Internet,RoundTrip,South Korea,1,12,5,0
Short Stay,Internet,RoundTrip,United States,4,101,5,0
Short Stay,Internet,RoundTrip,South Korea,6,36,5,0
Short Stay,Mobile,RoundTrip,South Korea,7,77,5,0
Short Stay,Internet,RoundTrip,South Korea,5,79,5,0
Short Stay,Mobile,RoundTrip,Indonesia,6,48,5,1
Short Stay,Internet,RoundTrip,South Korea,4,36,5,1
Short Stay,Internet,RoundTrip,South Korea,3,24,5,0
Short Stay,Internet,RoundTrip,South Korea,1,85,5,0
Short Stay,Internet,RoundTrip,South Korea,4,273,5,0
Short Stay,Internet,RoundTrip,South Korea,1,26,5,0
Short Stay,Internet,RoundTrip,China,5,42,5,0
Short Stay,Mobile,RoundTrip,South Korea,7,35,5,0
Short Stay,Internet,RoundTrip,South Korea,6,62,5,0
Short Stay,Internet,RoundTrip,South Korea,3,80,5,0
Short Stay,Mobile,RoundTrip,South Korea,5,103,5,0
Short Stay,Internet,RoundTrip,South Korea,1,38,5,0
Short Stay,Internet,RoundTrip,South Korea,4,61,5,0
Short Stay,Internet,RoundTrip,South Korea,7,77,5,0
Short Stay,Internet,RoundTrip,South Korea,7,181,5,0
Short Stay,Internet,RoundTrip,South Korea,1,6,5,0
Short Stay,Internet,RoundTrip,South Korea,1,26,5,0
Short Stay,Internet,RoundTrip,South Korea,4,168,5,0
Short Stay,Internet,RoundTrip,South Korea,5,98,5,0
Short Stay,Internet,RoundTrip,South Korea,6,78,5,0
Short Stay,Internet,RoundTrip,South Korea,6,70,5,0
Short Stay,Internet,RoundTrip,South Korea,3,193,5,0
Short Stay,Mobile,RoundTrip,South Korea,4,39,5,0
Short Stay,Internet,RoundTrip,South Korea,1,77,5,0
Short Stay,Internet,RoundTrip,South Korea,2,371,5,0
Short Stay,Internet,RoundTrip,South Korea,1,198,5,0
Short Stay,Mobile,RoundTrip,South Korea,1,51,5,1
Short Stay,Internet,RoundTrip,South Korea,4,353,5,0
Short Stay,Internet,RoundTrip,South Korea,2,146,5,0
Short Stay,Internet,RoundTrip,South Korea,7,424,5,1
Short Stay,Internet,RoundTrip,South Korea,2,39,5,0
Short Stay,Internet,RoundTrip,South Korea,6,103,5,0
Short Stay,Internet,RoundTrip,South Korea,5,27,5,0
Short Stay,Mobile,RoundTrip,South Korea,5,51,5,0
Short Stay,Internet,RoundTrip,South Korea,5,53,5,0
Short Stay,Internet,RoundTrip,South Korea,1,111,5,0
Short Stay,Internet,RoundTrip,South Korea,6,57,5,0
Short Stay,Mobile,RoundTrip,South Korea,6,33,5,0
Short Stay,Internet,RoundTrip,South Korea,5,98,5,0
Short Stay,Internet,RoundTrip,South Korea,5,39,5,0
Short Stay,Internet,RoundTrip,South Korea,2,68,5,1
Short Stay,Internet,RoundTrip,South Korea,7,27,5,0
Short Stay,Mobile,RoundTrip,South Korea,1,21,5,0
Short Stay,Internet,RoundTrip,South Korea,2,123,5,0
Short Stay,Internet,RoundTrip,South Korea,6,78,5,0
Short Stay,Internet,RoundTrip,Canada,4,145,5,0
Short Stay,Internet,RoundTrip,South Korea,3,38,5,0
Short Stay,Internet,RoundTrip,South Korea,4,80,5,0
Short Stay,Internet,RoundTrip,South Korea,6,79,5,1
Short Stay,Internet,RoundTrip,South Korea,3,356,5,0
Short Stay,Internet,RoundTrip,South Korea,5,35,5,0
Short Stay,Internet,RoundTrip,South Korea,5,100,5,0
Short Stay,Internet,RoundTrip,China,4,308,5,0
Short Stay,Internet,RoundTrip,South Korea,7,33,5,1
Short Stay,Internet,RoundTrip,South Korea,1,46,5,0
Short Stay,Internet,RoundTrip,South Korea,5,42,5,0
Short Stay,Internet,RoundTrip,South Korea,3,82,5,0
Short Stay,Internet,RoundTrip,South Korea,2,140,5,1
Short Stay,Internet,RoundTrip,South Korea,3,50,5,0
Short Stay,Internet,RoundTrip,South Korea,5,100,5,0
Short Stay,Internet,RoundTrip,South Korea,7,87,5,0
Short Stay,Mobile,RoundTrip,South Korea,2,31,5,0
Short Stay,Internet,RoundTrip,South Korea,1,49,5,0
Short Stay,Internet,RoundTrip,South Korea,2,351,5,0
Short Stay,Internet,RoundTrip,South Korea,5,128,5,0
Short Stay,Internet,RoundTrip,South Korea,3,15,5,0
Short Stay,Internet,RoundTrip,United Kingdom,3,72,5,0
Short Stay,Internet,RoundTrip,South Korea,4,108,5,0
Short Stay,Internet,RoundTrip,South Korea,3,162,5,0
Short Stay,Internet,RoundTrip,South Korea,6,36,5,0
Short Stay,Mobile,RoundTrip,South Korea,7,77,5,0
Short Stay,Internet,RoundTrip,South Korea,7,359,5,0
Short Stay,Internet,RoundTrip,South Korea,2,264,5,0
Short Stay,Internet,RoundTrip,Indonesia,6,26,5,1
Short Stay,Internet,RoundTrip,South Korea,2,45,5,0
Short Stay,Internet,RoundTrip,South Korea,1,5,5,0
Short Stay,Internet,RoundTrip,South Korea,6,33,5,1
Short Stay,Internet,RoundTrip,South Korea,2,408,5,0
Short Stay,Internet,RoundTrip,South Korea,7,165,5,0
Short Stay,Internet,RoundTrip,South Korea,7,151,5,0
Short Stay,Internet,RoundTrip,Japan,4,38,5,0
Short Stay,Internet,RoundTrip,South Korea,1,163,5,0
Short Stay,Internet,RoundTrip,South Korea,6,106,5,0
Short Stay,Internet,RoundTrip,South Korea,4,175,5,0
Short Stay,Internet,RoundTrip,South Korea,2,82,5,0
Short Stay,Internet,RoundTrip,South Korea,2,320,5,0
Short Stay,Internet,RoundTrip,South Korea,1,157,5,0
Short Stay,Internet,RoundTrip,Japan,3,18,5,0
Short Stay,Internet,RoundTrip,Malaysia,4,36,5,0
Short Stay,Internet,RoundTrip,South Korea,6,40,5,0
Short Stay,Internet,RoundTrip,South Korea,3,74,5,0
Short Stay,Internet,RoundTrip,South Korea,3,136,5,0
Short Stay,Internet,RoundTrip,South Korea,3,263,5,0
Short Stay,Internet,RoundTrip,South Korea,4,130,5,0
Short Stay,Internet,RoundTrip,South Korea,2,15,5,0
Short Stay,Internet,RoundTrip,South Korea,5,215,5,0
Short Stay,Internet,RoundTrip,Japan,5,80,5,1
Short Stay,Mobile,RoundTrip,Japan,1,22,5,0
Short Stay,Internet,RoundTrip,Japan,7,71,5,0
Short Stay,Internet,RoundTrip,Japan,7,427,5,0
Short Stay,Internet,RoundTrip,Japan,6,103,5,0
Short Stay,Internet,RoundTrip,Japan,6,43,5,0
Short Stay,Internet,RoundTrip,Japan,4,60,5,0
Short Stay,Internet,RoundTrip,Japan,1,71,5,1
Short Stay,Internet,RoundTrip,Japan,3,37,5,1
Short Stay,Internet,RoundTrip,Japan,6,79,5,0
Short Stay,Mobile,RoundTrip,Japan,5,6,5,0
Short Stay,Internet,RoundTrip,Japan,6,24,5,0
Short Stay,Internet,RoundTrip,Japan,5,1,5,0
Short Stay,Mobile,RoundTrip,Japan,2,47,5,0
Short Stay,Internet,RoundTrip,Japan,3,59,5,1
Short Stay,Internet,RoundTrip,Japan,5,52,5,1
Short Stay,Internet,RoundTrip,Japan,6,47,5,0
Short Stay,Internet,RoundTrip,Japan,4,38,5,0
Short Stay,Internet,RoundTrip,Japan,1,18,5,0
Short Stay,Mobile,RoundTrip,Japan,2,47,5,0
Short Stay,Internet,RoundTrip,Japan,6,120,5,0
Short Stay,Internet,RoundTrip,Japan,6,12,5,0
Short Stay,Internet,RoundTrip,Japan,5,96,5,0
Short Stay,Internet,RoundTrip,Japan,4,218,5,0
Short Stay,Internet,RoundTrip,Indonesia,4,35,5,1
Short Stay,Internet,RoundTrip,Japan,2,128,5,0
Short Stay,Internet,RoundTrip,Japan,7,50,5,0
Short Stay,Internet,RoundTrip,Japan,6,260,5,0
Short Stay,Internet,RoundTrip,Japan,1,81,5,0
Short Stay,Internet,RoundTrip,Japan,6,19,5,0
Short Stay,Mobile,RoundTrip,Japan,3,69,5,0
Short Stay,Mobile,RoundTrip,Japan,4,24,5,0
Short Stay,Mobile,RoundTrip,Japan,1,33,5,0
Short Stay,Internet,RoundTrip,Japan,2,43,5,0
Short Stay,Mobile,RoundTrip,Japan,5,16,5,0
Short Stay,Internet,RoundTrip,Japan,2,39,5,0
Short Stay,Internet,RoundTrip,Japan,6,174,5,1
Short Stay,Mobile,RoundTrip,Japan,5,24,5,1
Short Stay,Internet,RoundTrip,Japan,6,260,5,1
Short Stay,Internet,RoundTrip,Japan,3,42,5,0
Short Stay,Mobile,RoundTrip,Japan,5,22,5,0
Short Stay,Mobile,RoundTrip,Japan,7,119,5,0
Short Stay,Internet,RoundTrip,Japan,3,32,5,0
Short Stay,Mobile,RoundTrip,Japan,4,112,5,0
Short Stay,Internet,RoundTrip,Japan,6,168,5,0
Short Stay,Internet,RoundTrip,Japan,1,40,5,0
Short Stay,Internet,RoundTrip,Japan,3,73,5,0
Short Stay,Internet,RoundTrip,Japan,2,81,5,0
Short Stay,Internet,RoundTrip,Japan,4,31,5,0
Short Stay,Internet,RoundTrip,Japan,4,61,5,0
Short Stay,Mobile,RoundTrip,Japan,6,32,5,0
Short Stay,Mobile,RoundTrip,Japan,7,21,5,0
Short Stay,Mobile,RoundTrip,Japan,1,49,5,0
Short Stay,Internet,RoundTrip,Japan,1,66,5,0
Short Stay,Internet,RoundTrip,Japan,3,215,5,0
Short Stay,Internet,RoundTrip,Japan,4,117,5,0
Short Stay,Internet,RoundTrip,Japan,4,85,5,0
Short Stay,Mobile,RoundTrip,Japan,5,34,5,0
Short Stay,Internet,RoundTrip,Japan,6,81,5,0
Short Stay,Internet,RoundTrip,Japan,1,51,5,0
Short Stay,Mobile,RoundTrip,Japan,2,39,5,1
Short Stay,Internet,RoundTrip,Japan,7,119,5,0
Short Stay,Mobile,RoundTrip,Japan,2,147,5,0
Short Stay,Mobile,RoundTrip,Japan,5,27,5,0
Short Stay,Internet,RoundTrip,Japan,1,78,5,0
Short Stay,Internet,RoundTrip,Japan,4,109,5,0
Short Stay,Mobile,RoundTrip,Japan,5,94,5,0
Short Stay,Internet,RoundTrip,Japan,2,68,5,0
Short Stay,Internet,RoundTrip,Japan,3,57,5,0
Short Stay,Internet,RoundTrip,Indonesia,3,8,5,0
Short Stay,Internet,RoundTrip,Japan,5,96,5,0
Short Stay,Internet,RoundTrip,Japan,3,18,5,1
Short Stay,Internet,RoundTrip,Australia,1,52,5,0
Short Stay,Internet,RoundTrip,Australia,6,26,5,0
Short Stay,Internet,RoundTrip,Australia,5,25,5,0
Short Stay,Internet,RoundTrip,Australia,3,84,5,0
Short Stay,Internet,RoundTrip,Australia,1,67,5,0
Short Stay,Internet,RoundTrip,Indonesia,2,20,5,1
Short Stay,Internet,RoundTrip,Australia,3,22,5,0
Short Stay,Internet,RoundTrip,Australia,7,48,5,1
Short Stay,Internet,RoundTrip,Australia,5,8,5,0
Short Stay,Internet,RoundTrip,Australia,3,35,5,0
Short Stay,Internet,RoundTrip,Australia,4,42,5,0
Short Stay,Mobile,RoundTrip,Australia,2,32,5,0
Short Stay,Internet,RoundTrip,Indonesia,7,1,5,0
Short Stay,Internet,RoundTrip,Australia,3,43,5,0
Short Stay,Internet,RoundTrip,Australia,1,64,5,0
Short Stay,Internet,RoundTrip,Australia,2,14,5,0
Short Stay,Internet,RoundTrip,Australia,5,76,5,1
Short Stay,Internet,RoundTrip,Australia,7,15,5,0
Short Stay,Internet,RoundTrip,Australia,3,218,5,0
Short Stay,Internet,RoundTrip,Australia,3,21,5,0
Short Stay,Internet,RoundTrip,Australia,5,4,5,0
Short Stay,Internet,RoundTrip,Indonesia,6,33,5,1
Short Stay,Mobile,RoundTrip,Australia,5,88,5,0
Short Stay,Internet,RoundTrip,Australia,5,4,5,0
Short Stay,Internet,RoundTrip,China,7,82,5,0
Short Stay,Internet,RoundTrip,(not set),2,9,5,0
Short Stay,Internet,RoundTrip,China,1,106,5,1
Short Stay,Internet,RoundTrip,China,6,113,5,0
Short Stay,Internet,RoundTrip,China,7,17,5,1
